SNO,BHK,Sq. ft.,Crime rate(%),Distance from Hospital,Distance from Workplace, Distance from Market,Distance from Rly. Station,Rent
13277,2,626,16,9,3,3,10,6674
13278,2,524,29,3,9,4,8,6667
13279,1,466,4,8,8,9,9,5195
13280,2,602,4,6,9,7,8,6650
13281,2,380,14,1,9,3,9,3720
13282,1,422,27,3,5,6,4,5221
13283,3,894,6,10,9,9,7,10435
13284,2,639,27,6,7,1,4,6792
13285,1,641,22,2,4,2,4,6664
13286,1,388,29,2,7,7,5,4119
13287,3,972,9,9,7,8,4,9003
13288,1,642,21,2,2,3,9,6506
13289,1,436,22,10,7,4,3,4746
13290,3,945,30,1,4,4,7,9240
13291,2,508,18,7,8,10,7,6145
13292,1,390,16,9,6,2,4,4183
13293,1,530,3,2,2,4,8,6001
13294,3,1259,13,7,2,8,1,12194
13295,3,1278,26,3,9,10,9,13292
13296,3,1028,1,1,3,7,8,12227
13297,1,563,28,6,5,7,10,6940
13298,2,637,33,4,8,2,5,6153
13299,3,1174,2,7,9,1,10,13585
13300,2,605,39,5,9,5,3,6692
13301,1,451,19,7,7,3,5,4952
13302,1,467,14,3,8,9,6,4776
13303,3,1234,9,5,6,5,3,12455
13304,1,471,37,9,10,7,5,5376
13305,1,395,34,8,3,7,2,3760
13306,3,1225,4,2,1,3,9,12480
13307,3,838,19,8,5,6,6,7652
13308,2,609,3,1,4,9,1,6224
13309,1,448,21,3,4,2,3,4614
13310,3,1200,28,6,6,8,9,11649
13311,3,1010,12,10,8,4,4,11733
13312,2,444,34,8,3,1,2,4517
13313,3,936,5,7,6,1,2,9143
13314,2,631,28,10,1,5,10,6179
13315,3,946,26,8,8,9,1,10710
13316,2,624,32,6,3,10,5,6079
13317,2,481,14,3,2,9,10,5334
13318,2,464,36,7,2,1,6,4811
13319,3,918,1,7,1,9,9,10296
13320,2,379,29,2,10,3,9,4352
13321,1,502,6,10,10,4,1,6507
13322,3,1032,17,8,6,5,5,12961
13323,2,477,20,8,6,10,6,4635
13324,3,1310,19,9,5,6,4,12428
13325,1,612,32,8,2,9,5,6678
13326,1,509,21,6,8,2,6,6922
13327,3,1289,2,9,2,5,3,13910
13328,2,631,26,1,3,5,10,6250
13329,3,1157,17,8,1,4,4,12961
13330,1,587,12,5,9,5,9,6839
13331,2,435,25,3,10,2,1,4918
13332,2,429,8,1,7,4,3,5320
13333,2,442,37,6,5,2,1,5072
13334,1,423,34,1,3,4,1,4865
13335,3,1239,22,2,10,10,7,13692
13336,1,566,24,3,8,4,6,6545
13337,2,442,8,4,7,5,9,4751
13338,2,505,21,8,1,7,8,6195
13339,1,433,39,6,10,1,9,4854
13340,2,387,12,5,4,3,1,3864
13341,2,542,29,2,3,2,9,6368
13342,3,1202,35,1,7,7,8,12912
13343,1,567,18,2,10,4,7,6821
13344,1,493,2,1,10,7,10,4986
13345,2,419,27,6,7,10,7,4996
13346,1,558,16,3,1,10,2,6318
13347,3,1362,5,9,10,9,9,12341
13348,3,1323,32,2,4,6,3,12604
13349,1,618,30,2,7,8,7,6233
13350,1,543,4,7,3,6,5,6449
13351,1,635,7,2,10,10,3,6029
13352,3,818,21,4,10,5,1,7300
13353,2,402,32,5,7,3,2,4574
13354,1,530,7,6,2,1,2,6017
13355,1,398,25,1,8,7,10,4316
13356,3,1190,33,7,7,6,4,13793
13357,2,430,1,10,2,4,7,4534
13358,3,1167,40,4,9,5,4,13654
13359,3,1099,2,3,2,10,7,11931
13360,2,646,6,7,5,9,9,6943
13361,1,598,33,5,3,6,9,6411
13362,2,356,31,9,7,9,5,4174
13363,1,635,24,3,7,8,6,6022
13364,1,523,30,5,2,8,10,6684
13365,1,496,25,8,1,6,1,5135
13366,1,548,31,4,10,1,3,6406
13367,1,561,14,10,2,6,4,6814
13368,2,517,24,2,1,7,7,6233
13369,3,875,27,5,2,3,4,11217
13370,2,513,21,2,5,1,4,6625
13371,2,591,8,8,8,7,9,6571
13372,2,630,18,9,4,9,10,6715
13373,2,632,24,4,7,1,5,6181
13374,3,1243,18,4,7,7,1,13183
13375,3,1101,24,9,5,10,3,11560
13376,3,1152,26,10,1,8,7,13353
13377,2,377,23,1,9,8,2,3917
13378,2,596,40,4,7,1,7,6448
13379,1,540,34,1,8,3,3,6484
13380,3,1388,39,5,2,5,2,12997
13381,2,562,20,5,9,10,10,6272
13382,2,353,33,5,3,1,9,3811
13383,2,532,30,6,6,5,5,6860
13384,2,564,23,3,10,10,9,6390
13385,1,560,25,10,7,3,6,6459
13386,3,915,25,1,6,1,9,10583
13387,2,455,24,7,8,2,8,5427
13388,2,360,6,2,4,6,2,4002
13389,2,521,4,10,1,6,7,6163
13390,1,582,29,9,8,5,7,6301
13391,1,468,16,3,4,8,1,4613
13392,1,372,26,4,7,2,7,3979
13393,1,419,30,3,7,5,2,4681
13394,2,586,21,3,10,3,5,6952
13395,3,1088,16,10,8,10,10,11772
13396,3,1066,38,7,1,3,1,12322
13397,2,618,3,2,3,1,8,6681
13398,2,429,8,7,5,7,7,5078
13399,2,590,39,6,8,4,8,6712
13400,3,960,9,6,10,8,3,11390
13401,2,631,24,9,10,7,10,6416
13402,1,557,8,6,7,9,10,6247
13403,1,544,25,3,6,4,2,6792
13404,2,397,19,2,6,2,7,4424
13405,1,386,9,10,8,9,1,4311
13406,3,1232,3,7,3,3,6,12107
13407,2,578,6,10,6,10,8,6672
13408,1,513,34,4,3,4,5,6201
13409,2,613,13,2,4,1,3,6172
13410,2,374,32,2,5,2,3,3807
13411,1,551,29,9,5,4,4,6560
13412,1,456,20,2,3,5,6,5240
13413,2,363,33,2,5,5,7,4345
13414,2,358,40,2,7,3,5,4443
13415,1,532,2,7,3,8,1,6975
13416,2,492,31,8,2,3,6,5212
13417,3,1312,1,7,6,10,5,12643
13418,1,360,12,9,9,5,4,4279
13419,3,1231,12,9,5,3,6,12125
13420,3,1092,24,7,3,10,4,12478
13421,3,1221,11,1,7,2,1,13172
13422,3,938,17,4,5,5,8,10060
13423,2,609,30,3,9,6,5,6236
13424,1,553,12,7,5,8,7,6304
13425,3,1071,33,6,5,6,5,11926
13426,3,1188,11,4,1,2,2,11706
13427,1,517,27,10,3,2,6,6770
13428,1,628,15,3,7,6,9,6989
13429,2,605,24,10,4,7,8,6671
13430,1,388,6,2,3,6,10,4262
13431,1,594,6,2,8,4,4,6918
13432,3,903,5,1,1,8,1,10680
13433,3,1201,39,9,1,9,1,12482
13434,3,1246,24,7,3,4,7,12955
13435,2,448,38,4,4,3,10,5477
13436,2,408,14,5,5,9,3,5155
13437,2,645,5,3,10,10,1,6042
13438,3,1144,33,7,3,2,4,13356
13439,2,369,11,10,6,9,4,3848
13440,3,813,15,1,9,6,7,7022
13441,2,501,36,4,1,9,4,4612
13442,3,1208,32,10,10,7,9,13877
13443,3,1253,10,5,6,6,6,12669
13444,2,646,3,9,10,7,2,6741
13445,3,1158,32,8,3,1,5,12216
13446,3,990,4,10,1,3,7,9989
13447,1,418,26,10,2,5,4,4560
13448,3,1021,30,9,2,3,6,12188
13449,1,533,39,8,4,5,3,6919
13450,1,499,8,7,2,6,6,5245
13451,3,1388,20,2,3,8,7,11556
13452,1,464,18,8,4,3,1,5063
13453,2,469,18,3,9,5,6,4710
13454,1,376,31,3,8,9,7,4224
13455,1,572,29,7,3,2,9,6165
13456,3,1267,37,3,9,6,7,12504
13457,1,641,8,9,10,6,5,6122
13458,2,443,31,3,8,9,2,4511
13459,2,374,12,8,3,2,9,3897
13460,2,441,35,8,1,10,5,4555
13461,1,650,17,3,10,2,2,6459
13462,3,1306,14,3,8,5,3,13073
13463,3,1219,14,2,7,6,5,13155
13464,3,965,4,1,6,7,4,9720
13465,1,479,25,8,7,9,7,5064
13466,2,505,24,2,10,4,8,6635
13467,2,569,14,3,2,1,5,6085
13468,2,470,19,8,1,8,10,4950
13469,3,939,4,1,7,2,3,11169
13470,2,488,14,2,10,4,1,5305
13471,3,920,23,9,3,6,5,9156
13472,1,359,5,8,6,10,5,4324
13473,1,451,12,2,6,5,7,4680
13474,1,449,6,7,4,1,4,4869
13475,1,418,18,4,9,4,8,4580
13476,2,456,37,6,5,5,4,5231
13477,1,406,34,1,2,8,6,4519
13478,1,511,40,1,5,2,4,6398
13479,3,1068,25,5,3,7,1,13663
13480,3,1196,36,5,8,1,6,13499
13481,1,634,8,3,5,10,3,6752
13482,2,470,39,6,6,9,9,5046
13483,1,421,26,2,3,9,4,5013
13484,2,512,31,10,1,9,8,6557
13485,3,1285,33,5,2,5,8,11530
13486,3,960,12,3,3,3,7,9855
13487,3,1047,23,6,10,9,3,13658
13488,2,428,4,7,9,6,1,4535
13489,3,880,9,6,10,4,10,10236
13490,1,629,10,10,1,7,3,6498
13491,1,425,34,6,7,8,8,5263
13492,1,647,25,10,1,2,8,6854
13493,3,978,13,3,10,7,7,11224
13494,3,1359,38,6,10,9,7,12722
13495,2,407,29,1,5,1,7,4831
13496,2,424,16,8,9,8,4,4547
13497,1,647,14,8,7,6,9,6508
13498,1,495,15,6,10,2,8,4594
13499,2,521,5,6,3,3,9,6425
13500,2,364,11,9,10,5,7,3734
13501,2,558,37,10,8,3,3,6015
13502,2,601,9,2,1,9,7,6421
13503,2,382,17,8,5,8,1,3988
13504,3,1326,13,10,6,9,2,13816
13505,3,1355,31,2,3,3,9,13621
13506,1,483,15,6,8,7,10,5419
13507,3,807,18,5,4,8,3,8374
13508,3,1114,9,1,10,9,8,12034
13509,1,410,8,8,10,6,5,4559
13510,3,864,36,5,1,6,4,10674
13511,3,1055,38,5,1,7,2,11814
13512,1,353,36,1,8,4,7,3789
13513,1,596,10,10,4,10,4,6326
13514,1,435,38,5,7,7,2,5125
13515,2,432,20,10,2,3,7,5064
13516,2,447,11,4,4,6,6,4543
13517,1,621,36,2,5,3,2,6752
13518,1,484,13,7,8,9,6,4514
13519,2,628,23,2,8,2,6,6204
13520,1,357,19,10,3,6,5,4175
13521,2,434,10,3,4,6,3,4944
13522,1,453,5,10,4,5,3,4897
13523,1,366,34,8,1,10,10,3743
13524,3,1388,17,10,6,9,5,13947
13525,1,384,12,3,9,1,8,4403
13526,2,514,40,6,7,6,6,6961
13527,2,470,33,9,9,10,5,5045
13528,3,1345,21,6,5,9,3,13073
13529,1,414,27,9,1,10,8,5054
13530,3,984,2,4,8,5,2,11105
13531,2,582,35,6,5,2,4,6611
13532,1,461,31,1,5,1,10,5211
13533,3,952,29,1,8,1,5,9866
13534,1,605,21,2,2,7,7,6060
13535,2,468,23,10,3,8,1,5032
13536,1,521,19,7,9,4,3,6780
13537,2,427,2,3,6,7,1,5012
13538,2,588,10,2,8,6,3,6423
13539,2,643,6,3,6,9,3,6845
13540,1,523,11,10,10,3,7,6689
13541,1,355,39,4,6,6,1,4269
13542,2,472,33,9,6,1,4,4901
13543,1,425,34,3,5,1,2,4963
13544,1,564,33,8,8,8,4,6191
13545,1,592,27,1,6,7,9,6549
13546,2,448,18,1,1,5,8,5021
13547,3,1058,23,2,5,5,5,12343
13548,2,406,4,10,9,1,8,5226
13549,2,618,6,5,5,4,8,6420
13550,2,538,13,9,2,10,4,6352
13551,2,394,25,1,9,4,9,4096
13552,3,1322,27,10,3,2,10,13024
13553,2,490,6,8,8,8,3,4776
13554,1,573,30,8,6,7,4,6078
13555,1,591,29,1,5,6,2,6266
13556,3,1038,39,1,8,10,9,13237
13557,3,1340,25,3,10,10,9,12187
13558,3,946,27,1,10,9,4,9645
13559,1,424,20,2,7,8,10,5072
13560,2,380,36,1,5,2,8,3960
13561,1,539,10,5,6,10,7,6213
13562,3,1062,12,9,10,8,5,11632
13563,1,500,4,5,6,2,9,5465
13564,3,1050,24,10,8,10,7,12483
13565,1,416,4,8,3,6,8,5283
13566,1,397,39,8,10,8,5,4283
13567,1,455,11,2,4,5,3,5071
13568,1,356,28,8,5,1,4,3852
13569,2,465,24,2,2,1,6,4741
13570,2,451,38,6,2,1,5,4978
13571,2,649,32,7,6,1,3,6955
13572,2,595,37,1,6,8,9,6848
13573,3,804,27,5,5,8,3,7578
13574,1,370,2,10,2,7,10,3944
13575,3,1023,14,5,3,6,2,11564
13576,2,515,21,10,10,9,3,6471
13577,1,577,17,1,1,4,6,6155
13578,1,523,18,7,1,1,9,6957
13579,3,1322,34,2,8,10,2,12685
13580,1,436,10,5,4,5,10,5278
13581,1,614,10,3,7,10,3,6967
13582,2,640,24,6,4,10,3,6403
13583,1,554,21,7,2,4,8,6968
13584,2,640,2,8,2,3,1,6990
13585,1,523,15,5,4,2,10,6173
13586,2,522,15,9,5,6,5,6234
13587,1,552,40,1,7,10,2,6349
13588,1,489,30,1,4,2,9,4907
13589,3,1197,7,3,4,4,3,12634
13590,2,431,17,9,3,6,5,5191
13591,1,585,33,9,1,8,10,6920
13592,1,548,24,2,6,9,6,6497
13593,1,467,17,2,6,4,8,4930
13594,3,1351,38,4,1,7,10,11515
13595,1,518,39,5,9,9,2,6301
13596,2,623,39,4,1,3,9,6478
13597,3,823,33,4,1,9,9,8552
13598,1,357,10,9,3,10,5,4028
13599,1,464,16,8,9,9,8,4871
13600,2,387,2,7,9,8,8,4017
13601,2,640,7,9,2,4,1,6787
13602,3,1281,2,5,8,5,9,12447
13603,3,1308,28,7,7,1,1,12137
13604,1,454,30,10,9,10,5,4999
13605,2,503,20,5,10,1,4,6254
13606,2,642,37,1,2,4,7,6699
13607,1,384,40,4,10,1,3,3919
13608,3,1080,10,9,9,6,4,13867
13609,3,847,31,6,10,10,2,8385
13610,3,897,36,9,1,10,4,9711
13611,2,545,17,2,1,10,10,6920
13612,1,539,3,3,1,9,5,6213
13613,1,566,2,4,8,1,9,6238
13614,1,547,5,8,6,6,9,6664
13615,3,1142,19,1,3,2,8,13193
13616,3,1257,6,7,8,6,2,12702
13617,1,378,5,1,7,7,7,4237
13618,1,647,37,3,2,3,7,6463
13619,2,581,2,5,2,9,5,6364
13620,1,458,33,3,5,8,2,4557
13621,2,455,2,4,10,7,2,4862
13622,1,394,11,8,3,9,5,4356
13623,3,917,37,10,1,5,7,9320
13624,1,424,9,1,9,10,8,4862
13625,3,1268,34,10,3,1,5,11962
13626,1,398,10,1,2,10,7,3734
13627,3,1336,26,10,1,1,6,11618
13628,1,478,31,8,6,5,6,5325
13629,2,477,21,8,7,1,8,5205
13630,2,449,30,10,8,1,7,5464
13631,3,1379,31,10,5,5,3,11690
13632,2,605,35,7,2,4,6,6712
13633,2,638,19,4,1,10,9,6521
13634,3,982,1,1,9,2,2,9930
13635,3,863,7,1,2,3,9,10844
13636,2,498,13,1,9,3,6,5227
13637,3,815,17,9,5,10,2,8180
13638,3,1048,20,7,2,2,2,11950
13639,3,1075,27,6,10,2,8,13218
13640,2,418,29,8,2,7,10,4665
13641,2,627,9,9,4,5,7,6086
13642,1,548,39,7,8,4,8,6204
13643,3,1319,1,1,3,1,7,13464
13644,2,624,2,8,5,10,3,6298
13645,2,643,17,3,9,8,3,6080
13646,3,857,18,9,4,4,8,11205
13647,3,863,39,10,5,10,6,9923
13648,1,486,23,4,9,4,10,5140
13649,3,1306,37,2,8,7,6,11524
13650,1,610,20,6,2,8,6,6641
13651,1,378,9,5,7,4,2,3937
13652,2,386,3,7,5,4,4,3999
13653,2,457,7,6,10,10,2,4897
13654,1,540,10,9,5,9,1,6482
13655,2,536,35,9,7,6,7,6013
13656,3,1290,26,10,3,2,4,12238
13657,1,491,5,1,1,3,10,5272
13658,2,643,37,9,6,5,10,6671
13659,1,544,10,3,6,3,9,6248
13660,2,391,8,1,1,2,3,3952
13661,3,1370,32,2,1,3,1,12271
13662,3,996,21,3,3,4,2,9703
13663,3,1062,22,6,4,9,2,12797
13664,2,581,33,5,8,2,2,6206
13665,3,1287,21,9,5,7,3,13869
13666,3,894,5,1,9,4,2,9385
13667,2,618,17,8,7,6,3,6041
13668,3,923,12,1,10,5,3,10397
13669,3,996,19,4,6,1,10,9794
13670,2,397,3,4,4,6,9,3707
13671,2,424,29,2,4,5,7,4667
13672,1,473,14,4,5,3,8,4920
13673,1,366,17,3,2,4,7,4491
13674,1,459,32,4,5,2,5,5492
13675,3,1125,10,3,10,3,8,12353
13676,1,380,8,9,5,7,4,4198
13677,1,594,18,5,3,7,8,6129
13678,2,397,9,4,10,5,7,4221
13679,1,540,13,10,3,5,3,6359
13680,2,579,4,10,7,6,7,6159
13681,1,565,5,2,4,1,10,6253
13682,2,546,13,8,2,5,10,6843
13683,2,461,9,1,8,3,5,4905
13684,2,566,24,1,10,2,10,6304
13685,2,358,29,2,7,7,6,4253
13686,1,394,23,1,8,9,4,3784
13687,1,401,9,3,8,5,1,4077
13688,2,617,27,4,5,8,1,6417
13689,1,642,20,2,2,10,2,6839
13690,3,1247,25,10,1,3,9,12268
13691,1,439,1,6,5,3,5,5382
13692,1,563,28,6,7,10,2,6226
13693,2,551,8,1,6,4,2,6519
13694,1,356,36,2,10,10,2,4297
13695,1,555,3,5,6,10,10,6768
13696,2,599,2,3,3,7,10,6827
13697,2,441,29,8,3,6,8,5417
13698,2,401,30,4,5,6,1,4449
13699,3,1184,16,5,3,5,6,13454
13700,2,432,26,2,1,9,4,4768
13701,1,425,17,5,1,6,9,5111
13702,3,1051,27,8,4,2,7,11860
13703,1,609,30,7,8,7,5,6901
13704,2,602,40,4,10,2,10,6819
13705,2,623,10,5,10,10,7,6791
13706,3,1143,26,1,7,5,7,13026
13707,2,634,8,5,2,10,3,6740
13708,2,410,40,1,5,2,3,5085
13709,2,386,37,1,8,7,6,3728
13710,3,1053,21,2,3,4,7,12512
13711,2,587,39,6,8,1,9,6864
13712,3,832,24,9,10,3,4,7959
13713,2,358,34,7,10,2,8,3839
13714,3,818,26,1,3,4,5,7193
13715,1,371,32,5,8,10,5,3801
13716,2,471,8,5,2,6,5,4834
13717,3,811,29,9,5,6,9,8294
13718,3,828,15,7,9,3,2,8920
13719,2,414,17,8,1,10,3,5077
13720,3,1178,13,7,2,2,10,13004
13721,1,350,18,1,2,4,4,4158
13722,2,551,39,2,3,2,1,6402
13723,3,1044,40,10,1,1,6,12398
13724,2,437,25,5,6,9,5,5066
13725,2,617,6,3,8,4,10,6399
13726,3,807,24,7,10,7,4,7179
13727,1,551,9,8,6,10,5,6290
13728,2,459,31,4,4,3,6,5392
13729,1,593,31,4,7,4,2,6592
13730,3,851,40,8,3,10,4,7381
13731,3,884,31,8,8,4,7,9471
13732,1,601,19,1,8,10,10,6789
13733,1,628,9,9,9,1,10,6932
13734,2,614,6,6,2,5,7,6608
13735,2,627,28,1,8,5,2,6756
13736,3,1023,39,5,3,10,4,13647
13737,1,434,7,1,5,4,8,5173
13738,3,1083,38,3,1,5,7,13807
13739,3,882,14,8,7,10,7,10406
13740,3,1355,3,10,8,4,9,13877
13741,1,410,28,4,2,1,6,4981
13742,2,503,38,3,9,5,3,6921
13743,3,1005,34,2,2,3,5,11647
13744,1,401,35,4,4,8,8,4458
13745,3,928,12,3,9,1,8,9073
13746,2,625,9,6,9,6,5,6239
13747,3,1225,5,9,3,5,6,13775
13748,3,1196,4,8,2,4,4,12445
13749,3,1091,40,9,6,7,9,13197
13750,3,906,4,6,8,5,5,10661
13751,1,604,16,7,2,3,9,6077
13752,1,619,30,6,6,4,8,6835
13753,3,1208,22,9,4,9,1,12291
13754,3,839,31,7,1,7,4,8194
13755,2,517,7,2,8,6,4,6306
13756,3,1374,27,8,9,6,1,13107
13757,1,495,21,5,10,7,5,5463
13758,1,621,39,4,4,4,8,6450
13759,1,492,8,4,3,9,4,4936
13760,3,932,26,5,9,5,8,11480
13761,1,460,2,5,4,2,5,4909
13762,2,525,18,10,4,3,8,6853
13763,2,589,23,6,2,9,7,6386
13764,3,803,39,10,5,10,7,7648
13765,3,1324,7,10,6,10,7,12247
13766,1,631,39,7,2,9,3,6531
13767,3,914,23,6,8,10,1,11467
13768,2,530,19,1,3,8,1,6864
13769,3,1178,4,5,3,5,10,11615
13770,3,1214,7,1,6,6,7,12096
13771,1,393,6,9,8,3,10,4359
13772,1,436,18,7,2,3,8,5411
13773,3,1205,26,5,6,4,9,12678
13774,2,617,15,6,8,3,6,6388
13775,1,462,7,1,9,6,2,4766
13776,3,1167,9,3,9,3,2,12970
13777,3,1381,9,10,6,1,1,13876
13778,2,487,34,5,4,10,2,4989
13779,2,630,40,5,9,1,8,6125
13780,2,527,15,1,10,9,9,6538
13781,2,408,21,5,2,7,9,4755
13782,3,1009,10,10,8,5,10,13555
13783,1,444,36,2,5,2,6,5472
13784,2,610,11,10,8,8,4,6890
13785,1,516,39,4,1,3,4,6819
13786,1,423,26,9,1,8,7,4746
13787,3,1012,23,6,4,1,6,12359
13788,1,453,27,1,5,3,8,5302
13789,1,539,35,5,8,10,2,6174
13790,1,430,26,3,8,3,6,5359
13791,3,943,11,10,5,4,4,9259
13792,3,1377,26,3,4,6,9,12059
13793,1,459,34,5,6,10,9,4691
13794,2,369,17,7,1,5,9,3787
13795,1,413,11,7,2,9,1,4969
13796,2,496,4,10,6,5,10,4841
13797,2,441,8,10,9,2,4,4741
13798,1,526,22,4,2,6,9,6161
13799,3,986,34,10,9,7,8,9019
13800,1,393,19,8,9,7,1,3826
13801,1,480,1,3,2,4,4,4816
13802,1,598,28,2,9,8,6,6855
13803,1,478,10,1,9,3,5,5362
13804,1,516,5,3,5,6,7,6486
13805,1,539,10,9,4,3,7,6622
13806,3,1168,24,5,1,1,9,13789
13807,1,573,3,7,6,4,8,6238
13808,1,455,20,5,4,8,3,5218
13809,1,467,6,2,8,5,1,4596
13810,1,382,16,4,8,7,3,3883
13811,1,602,14,6,8,4,8,6829
13812,1,362,10,7,5,5,5,3833
13813,2,534,24,9,6,2,3,6496
13814,1,370,10,3,4,3,2,3973
13815,3,946,37,4,6,1,6,10729
13816,3,920,28,6,10,3,1,9260
13817,1,558,40,6,6,5,7,6866
13818,3,954,3,4,6,2,10,10933
13819,2,606,24,6,7,4,10,6050
13820,2,407,25,2,4,3,6,4624
13821,1,567,1,10,3,8,10,6171
13822,2,363,19,9,7,1,7,3957
13823,2,542,5,5,7,7,1,6501
13824,3,904,6,9,9,8,10,10226
13825,2,483,25,6,10,8,8,5139
13826,3,1189,2,7,9,10,3,13205
13827,3,1065,13,5,3,10,4,13044
13828,3,1338,7,3,6,2,7,13815
13829,1,388,38,4,5,9,2,3960
13830,3,839,30,7,1,8,3,7807
13831,2,479,8,5,10,3,1,5441
13832,3,1360,23,9,3,6,8,13185
13833,2,623,17,3,6,3,6,6396
13834,1,616,17,7,7,6,9,6101
13835,1,512,30,6,6,4,4,6260
13836,2,452,14,2,6,6,9,4744
13837,3,1277,20,1,2,4,1,13519
13838,2,419,38,2,3,7,9,5244
13839,3,1390,29,8,7,4,7,13437
13840,2,461,30,4,7,8,3,4616
13841,3,810,18,9,5,10,1,8454
13842,2,591,27,10,8,9,2,6811
13843,1,615,4,9,3,5,3,6856
13844,1,561,17,2,8,5,10,6447
13845,1,529,38,6,7,6,7,6801
13846,3,894,12,6,1,10,7,10208
13847,3,1382,10,7,8,8,5,13106
13848,2,385,4,3,1,9,7,3797
13849,1,359,5,1,3,8,5,4090
13850,2,420,23,7,2,7,8,4576
13851,3,882,40,5,2,1,2,11203
13852,2,602,13,1,8,6,9,6993
13853,2,451,25,9,8,5,8,5344
13854,2,489,8,1,7,5,2,5384
13855,2,458,7,2,8,7,5,4682
13856,2,361,34,7,8,4,1,4472
13857,2,611,38,8,7,1,3,6835
13858,2,551,8,2,4,7,7,6397
13859,3,1330,31,9,10,7,9,12055
13860,1,589,27,4,2,6,7,6325
13861,2,491,29,4,3,4,1,5261
13862,3,1080,34,6,4,2,6,13137
13863,2,510,7,2,10,8,3,6568
13864,1,480,21,2,9,1,8,4843
13865,3,1307,9,3,10,5,7,12887
13866,1,640,34,4,7,8,1,6427
13867,1,613,39,10,8,9,10,6500
13868,3,1362,19,1,5,3,4,13659
13869,2,523,40,3,3,6,10,6584
13870,1,643,33,9,5,5,1,6207
13871,1,486,20,3,6,10,6,4636
13872,3,978,35,4,7,7,6,10161
13873,3,1177,29,4,6,8,2,13311
13874,2,543,26,10,10,5,2,6851
13875,2,456,3,4,2,1,5,5178
13876,1,585,7,9,3,8,4,6871
13877,2,374,23,9,6,3,3,3728
13878,1,605,25,10,6,6,10,6779
13879,1,539,37,6,7,3,5,6104
13880,1,351,16,4,4,10,9,4047
13881,1,454,16,1,1,3,7,5460
13882,3,1254,11,7,8,1,1,12870
13883,2,579,39,4,8,10,10,6020
13884,1,377,19,3,8,5,6,3947
13885,2,630,10,3,1,6,8,6611
13886,3,999,21,7,8,6,2,10371
13887,1,537,40,10,2,3,9,6285
13888,2,372,2,5,4,8,10,4452
13889,3,926,22,3,4,1,1,10320
13890,3,1133,19,6,9,3,10,12782
13891,3,1386,21,8,1,10,8,12819
13892,1,367,15,1,7,4,4,3883
13893,2,486,20,10,6,6,9,4815
13894,3,1178,39,8,8,3,1,13482
13895,1,545,30,10,2,7,6,6428
13896,1,450,37,4,8,7,10,4735
13897,1,553,23,9,7,8,2,6394
13898,1,584,17,4,3,3,5,6570
13899,3,1199,19,8,9,8,8,11522
13900,2,460,34,1,7,2,9,5435
13901,3,880,35,2,8,7,1,10434
13902,3,1252,32,2,6,9,7,13217
13903,1,626,20,10,4,8,10,6503
13904,2,402,26,1,1,10,4,4715
13905,2,473,3,3,8,10,6,5003
13906,3,1346,6,7,5,5,3,13580
13907,2,466,30,3,9,1,9,4950
13908,2,407,23,9,3,2,6,4756
13909,3,1136,33,4,10,8,5,13175
13910,2,535,7,5,4,3,8,6157
13911,3,1110,12,4,7,8,8,12175
13912,2,616,25,8,4,10,10,6533
13913,2,510,29,1,8,2,10,6068
13914,1,426,30,5,8,7,10,4534
13915,2,634,1,1,5,10,3,6981
13916,3,1306,17,9,10,4,7,11917
13917,2,360,9,9,7,2,6,3987
13918,2,350,13,5,1,6,4,4305
13919,2,605,20,4,1,10,6,6993
13920,3,974,15,1,1,8,3,9132
13921,1,435,33,7,8,9,1,4941
13922,1,400,21,5,3,7,3,4231
13923,1,454,8,9,7,3,4,5123
13924,2,522,28,9,1,9,3,6323
13925,1,435,33,3,9,1,3,4599
13926,3,944,2,5,1,4,8,10188
13927,2,496,13,10,4,6,1,5265
13928,1,646,14,6,1,5,4,6517
13929,1,579,39,6,8,1,6,6669
13930,1,573,38,7,10,1,5,6216
13931,1,443,5,6,10,2,9,4576
13932,1,391,30,3,7,5,1,4296
13933,2,543,28,8,4,1,3,6351
13934,1,584,25,4,2,10,8,6317
13935,1,585,40,2,3,8,3,6897
13936,3,1330,6,2,6,10,8,11608
13937,1,575,19,5,4,1,3,6506
13938,1,546,13,7,10,6,9,6424
13939,2,496,18,2,8,7,5,5113
13940,2,354,4,3,1,9,5,4086
13941,3,942,20,6,3,5,8,11333
13942,1,547,40,2,6,7,8,6142
13943,1,555,7,1,8,2,5,6906
13944,3,1019,2,5,3,9,3,12480
13945,2,638,40,6,8,4,3,6304
13946,3,1124,6,10,4,4,3,13694
13947,2,575,7,10,9,5,8,6745
13948,3,947,25,6,1,2,10,9262
13949,2,509,31,10,6,5,5,6925
13950,3,1346,1,8,8,3,2,12247
13951,3,1102,9,4,3,7,4,11959
13952,1,508,30,3,3,8,1,6469
13953,1,632,5,2,5,5,10,6119
13954,1,395,39,9,2,2,4,4482
13955,3,1276,4,7,10,5,9,13810
13956,3,1238,15,8,4,1,7,13042
13957,3,1293,13,2,10,9,6,12093
13958,2,361,30,1,8,6,7,4414
13959,1,470,16,9,7,9,8,4762
13960,2,530,33,4,2,5,6,6764
13961,1,406,16,5,3,4,4,5059
13962,2,503,34,9,6,2,2,6703
13963,3,941,5,3,7,8,4,10319
13964,2,497,2,4,9,10,6,5115
13965,3,1188,34,3,1,5,8,13273
